ID	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62
2127	0	0	6	16	4	0	0	0	0	0	16	16	5	0	0	0	0	5	16	16	4	0	0	0	5	15	16	16	4	0	0	0	8	16	16	16	7	0	0	0	0	7	16	16	0	0	0	0	0	6	16	16	5	0	0	0	0	3	16	16	3	0
2128	0	6	13	14	3	0	0	0	7	15	8	9	12	0	0	0	6	15	5	4	16	1	0	0	0	8	16	16	16	6	0	0	0	0	11	16	12	0	0	0	5	15	9	15	0	0	0	0	10	13	1	16	4	0	0	0	5	12	16	15	2	0
2129	3	10	16	14	14	3	0	0	8	16	9	12	12	3	0	0	7	15	8	7	1	0	0	0	5	16	16	16	11	0	0	0	0	1	0	4	15	3	0	0	2	0	4	16	4	0	0	2	15	10	14	16	2	0	0	1	11	12	12	4	0	0
2130	0	2	14	16	7	0	0	0	0	8	16	8	16	2	0	0	0	4	16	13	16	6	0	0	0	0	15	16	9	0	0	0	0	5	16	16	6	0	0	1	15	8	9	12	0	0	0	1	16	11	9	16	2	0	0	0	3	12	13	11	0	0
2131	0	5	13	0	0	0	0	0	0	12	11	0	0	0	0	0	3	16	2	0	0	0	0	0	5	15	0	0	0	0	0	0	7	14	0	4	1	0	0	5	16	16	16	13	0	0	0	3	16	16	10	16	5	0	0	0	6	13	16	12	0	0
2132	0	15	8	0	0	0	0	0	6	15	16	3	0	0	0	0	6	9	13	5	0	0	0	0	0	1	8	8	0	0	0	0	0	0	13	7	0	0	0	0	5	15	4	0	2	0	0	4	16	16	16	16	10	0	0	1	8	8	11	12	13	0
2133	0	2	14	16	14	2	0	0	0	0	11	13	16	3	0	0	0	0	0	10	14	0	0	0	0	2	8	14	12	2	0	0	0	10	16	16	16	9	0	0	6	16	14	12	2	0	0	0	3	15	11	0	0	0	0	0	6	15	3	0	0	0
2134	0	2	12	13	3	0	0	0	0	14	12	12	14	2	0	0	4	16	2	8	16	7	0	0	3	15	14	16	7	0	0	0	0	3	15	16	9	0	0	0	10	13	9	16	0	0	0	0	11	11	7	16	2	0	0	0	2	13	12	8	1	0
2135	0	0	9	7	0	0	0	0	0	2	16	2	5	1	0	0	0	9	8	3	15	1	0	0	3	14	1	8	12	0	0	0	6	16	12	16	16	5	0	8	15	13	16	9	0	0	0	0	0	5	14	0	0	0	0	0	0	10	7	0	0	0
2136	0	0	11	4	0	0	0	0	0	0	15	1	0	0	0	0	0	5	9	3	7	0	0	0	0	13	5	7	10	0	0	0	7	15	2	11	15	1	0	9	16	16	16	14	2	0	0	0	4	8	16	1	0	0	0	0	0	8	12	0	0	0
2137	0	1	13	13	0	0	0	0	0	11	14	15	11	0	0	0	4	16	4	2	15	5	0	0	8	9	0	0	12	7	0	0	5	10	0	0	12	7	0	5	14	1	2	15	1	0	0	1	14	15	12	12	0	0	0	0	2	13	12	3	0	0
2138	0	0	10	14	6	0	0	0	0	0	8	16	10	1	0	0	0	0	11	16	6	0	0	0	0	6	16	16	4	0	0	0	4	12	14	16	4	0	0	0	0	8	16	4	0	0	0	0	0	11	16	5	0	0	0	0	0	6	16	16	7	0
2139	0	0	1	13	8	0	0	0	0	0	6	16	9	0	0	0	0	2	15	16	8	0	0	0	3	16	16	16	10	0	0	0	0	3	3	16	12	0	0	0	0	0	16	12	0	0	0	0	0	2	16	16	4	0	0	0	0	1	16	14	3	0
2140	0	4	11	14	12	2	0	0	0	11	12	4	8	0	0	0	1	16	6	0	0	0	0	0	3	16	8	7	2	0	0	0	5	16	16	16	15	2	0	0	3	0	1	15	6	0	0	0	3	8	9	15	9	0	0	0	7	16	12	10	2	0
2141	0	4	12	2	0	0	0	0	0	14	8	0	0	0	0	0	5	16	2	0	0	0	0	0	8	12	0	0	0	0	0	0	8	13	9	14	10	0	0	7	16	13	9	16	5	0	0	0	14	11	5	16	7	0	0	0	4	14	14	8	0	0
2142	2	14	14	3	0	0	0	0	8	15	15	11	0	0	0	0	9	14	10	14	2	0	0	0	1	7	8	16	0	0	0	0	0	0	11	14	0	0	0	0	0	16	10	0	0	0	0	2	13	16	13	10	7	0	0	4	16	16	16	16	15	0
2143	0	7	15	12	4	0	0	0	5	15	4	9	14	0	0	0	10	8	0	4	16	2	0	0	6	11	2	12	11	0	0	0	0	13	16	16	6	0	0	0	5	16	16	8	0	0	0	0	10	14	5	16	7	0	0	0	9	15	16	16	8	0
2144	1	12	15	3	0	0	0	0	8	15	14	13	0	0	0	0	3	5	9	14	0	0	0	0	0	2	16	14	2	0	0	0	0	3	16	16	15	2	0	0	1	0	2	14	5	0	0	0	14	11	9	16	6	0	0	3	16	16	14	7	1	0
2145	0	10	15	6	0	0	0	0	7	15	11	14	0	0	0	0	3	9	2	16	0	0	0	0	0	0	6	16	0	0	0	0	0	0	14	16	14	1	0	0	0	1	5	16	5	0	0	3	11	2	7	16	5	0	0	1	13	16	13	7	0	0
2146	0	2	13	15	5	0	0	0	0	8	13	12	14	1	0	0	1	14	5	0	11	6	0	0	6	16	1	0	9	7	0	0	6	16	2	0	13	4	0	3	16	8	4	14	0	0	0	0	8	16	16	8	0	0	0	0	0	11	10	0	0	0
2147	0	10	15	9	0	0	0	0	6	15	11	16	0	0	0	0	2	4	4	16	0	0	0	0	0	0	11	16	7	0	0	0	0	0	7	12	16	4	0	0	0	0	0	16	7	0	0	3	16	12	10	16	3	0	0	1	10	14	12	6	0	0
2148	0	5	14	4	0	0	0	0	0	12	12	0	0	0	0	0	0	16	9	0	0	0	0	0	8	16	0	0	0	0	0	0	8	16	13	16	9	1	0	11	16	14	10	16	2	0	0	7	16	14	12	15	1	0	0	1	9	13	10	3	0	0
2149	0	0	14	6	0	0	0	0	0	6	16	5	5	0	0	0	0	14	10	10	10	0	0	0	4	16	3	13	10	0	0	0	11	16	9	16	15	7	0	16	16	16	16	15	4	0	0	4	4	13	16	2	0	0	0	0	1	15	11	0	0	0
2150	0	0	3	10	0	0	0	0	0	0	10	8	0	0	0	0	0	5	14	0	7	0	0	0	1	14	5	1	15	0	0	0	8	10	0	6	10	0	0	14	14	12	14	15	1	0	0	6	12	9	16	6	0	0	0	0	0	4	14	0	0	0
2151	0	12	15	9	0	0	0	0	8	13	10	16	2	0	0	0	4	4	0	15	6	0	0	0	0	0	7	16	9	0	0	0	0	0	5	10	16	4	0	0	0	0	0	8	9	0	0	0	8	5	4	9	12	0	0	1	14	14	16	14	3	0
2152	0	9	6	0	0	0	0	0	0	16	6	0	0	0	0	0	1	16	0	0	0	0	0	0	4	16	0	0	0	0	0	0	4	15	12	13	9	1	0	6	16	11	8	14	5	0	0	3	16	12	10	15	6	0	0	0	8	15	14	7	0	0
2153	0	0	9	8	0	0	0	0	0	1	15	5	0	0	0	0	0	9	11	1	2	0	0	0	1	16	3	9	11	0	0	0	10	14	4	14	13	3	0	15	16	16	16	16	5	0	0	2	4	10	13	2	0	0	0	0	0	11	12	0	0	0
2154	0	4	14	16	15	1	0	0	0	6	9	14	16	0	0	0	0	0	0	14	12	2	0	0	0	6	13	16	16	12	0	0	0	6	15	15	11	5	0	0	1	15	9	0	0	0	0	0	2	16	7	0	0	0	0	0	7	14	2	0	0	0
2155	0	13	15	0	0	0	0	0	4	16	4	0	0	0	0	0	7	16	0	0	0	0	0	0	10	14	0	3	1	0	0	0	9	12	10	16	14	3	0	8	16	13	5	7	15	0	0	2	16	9	0	7	16	0	0	0	13	16	16	16	7	0
2156	0	9	15	5	0	0	0	0	7	16	13	14	0	0	0	0	14	10	4	16	0	0	0	0	7	6	2	16	1	0	0	0	0	0	6	13	0	0	0	0	0	9	11	0	0	0	0	0	5	16	15	9	4	0	0	0	10	14	11	15	16	2
2157	0	11	16	8	0	0	0	0	5	16	12	15	0	0	0	0	10	12	9	11	0	0	0	0	7	15	15	6	0	0	0	0	0	14	16	11	1	0	0	1	14	11	12	15	3	0	0	7	16	2	0	11	12	0	0	1	10	15	16	16	6	0
2158	3	12	12	3	0	0	0	0	8	10	11	9	0	0	0	0	0	2	14	4	0	0	0	0	0	12	13	1	0	0	0	0	0	3	13	15	3	0	0	0	0	0	7	14	1	0	0	2	4	4	3	11	7	0	0	5	12	12	14	16	8	0
2159	0	5	16	10	0	0	0	0	0	8	16	12	0	0	0	0	0	8	16	9	0	0	0	0	5	15	16	8	0	0	0	0	3	12	16	9	0	0	0	0	0	13	16	2	0	0	0	0	0	9	16	11	2	0	0	0	4	16	16	16	11	0
2160	0	2	15	11	0	0	0	0	0	8	16	11	0	0	0	0	1	13	16	7	0	0	0	0	8	16	16	7	0	0	0	0	11	9	16	12	0	0	0	0	0	7	16	6	0	0	0	0	0	5	16	15	3	0	0	0	3	16	16	16	15	1
2161	0	0	5	13	0	0	0	0	0	1	14	5	0	10	3	0	0	8	15	0	8	16	1	0	2	16	6	0	13	11	0	1	13	16	10	12	16	4	6	15	14	12	15	12	0	0	0	0	0	1	15	5	0	0	0	0	0	8	12	0	0	0
2162	2	15	15	2	0	0	0	0	10	11	16	6	0	0	0	0	9	5	12	9	0	0	0	0	0	0	13	8	0	0	0	0	0	1	16	3	0	0	0	0	9	13	0	0	0	0	0	1	14	16	15	10	5	0	0	5	15	8	12	15	12	0
2163	0	0	2	15	15	2	0	0	0	1	13	16	14	0	0	0	0	8	16	16	10	0	0	0	7	16	16	16	6	0	0	0	1	0	14	15	1	0	0	0	0	14	15	0	0	0	0	0	0	10	16	4	0	0	0	0	0	6	16	9	0	0
2164	0	0	8	15	16	7	0	0	1	14	9	1	0	8	0	0	6	12	0	0	10	8	0	0	4	14	12	13	14	8	0	0	0	0	0	1	4	8	0	0	0	0	0	4	8	0	0	0	0	0	0	7	8	0	0	0	0	8	12	15	6	0
2165	0	2	13	16	14	2	0	0	0	12	13	8	15	8	0	0	8	14	0	0	11	12	0	0	7	16	13	11	16	13	0	0	0	6	8	8	14	10	0	0	0	0	0	15	8	0	0	0	3	12	5	15	5	0	0	0	1	12	16	14	2	0
2166	0	7	10	13	10	0	0	0	0	14	11	4	11	3	0	0	2	15	1	0	5	8	0	0	7	9	0	0	3	8	0	0	5	12	0	0	4	8	0	5	11	0	0	8	4	0	0	0	12	2	2	12	0	0	0	0	6	15	14	2	0	0
2167	7	16	15	2	0	0	0	0	13	10	12	11	0	0	0	0	13	4	8	12	0	0	0	0	0	1	7	13	0	0	0	0	0	1	14	8	0	0	0	0	5	16	1	0	0	0	0	1	13	15	12	11	7	0	0	5	16	16	15	14	16	1
2168	0	0	5	14	16	16	1	0	0	8	14	8	13	16	1	0	0	1	0	0	11	12	0	0	0	0	2	4	14	8	0	0	2	11	16	16	16	8	0	7	10	5	11	10	0	0	0	0	0	1	15	3	0	0	0	0	0	8	12	0	0	0
2169	0	13	16	16	16	6	0	0	6	16	8	5	5	5	0	0	11	16	0	0	0	0	0	0	5	16	14	9	1	0	0	0	0	1	6	14	10	0	0	0	0	0	5	16	0	0	0	0	4	2	13	12	0	0	0	1	13	16	14	1	0	0
2170	0	0	2	16	1	0	0	0	0	1	13	7	0	4	5	0	0	8	12	0	1	15	5	0	4	16	2	0	11	10	0	0	12	15	12	12	16	1	0	9	12	12	14	13	0	0	0	0	0	1	14	5	0	0	0	0	0	4	12	0	0	0
2171	0	9	15	16	3	0	0	0	5	15	10	16	4	0	0	0	0	2	7	13	0	0	0	0	0	4	16	5	0	0	0	0	0	2	15	16	11	1	0	0	0	0	6	15	6	0	0	0	5	5	4	13	8	0	0	0	14	16	16	15	3	0
2172	0	4	16	16	6	0	0	0	3	11	11	5	15	2	0	0	8	16	8	0	13	7	0	0	11	16	3	0	10	11	0	0	9	16	0	0	4	12	0	6	16	2	0	7	11	0	0	1	16	10	5	15	5	0	0	0	4	15	16	10	0	0
2173	0	2	11	15	5	0	0	0	0	12	8	9	9	0	0	0	0	12	5	9	7	0	0	0	0	9	15	10	0	0	0	0	0	6	15	11	1	0	0	8	13	2	11	11	0	0	0	7	13	7	0	13	3	0	0	0	2	11	15	13	2	0
2174	0	6	9	12	16	10	0	0	0	11	13	5	4	4	0	0	0	12	4	0	0	0	0	0	3	15	3	4	2	0	0	0	2	16	14	12	14	7	0	0	1	0	0	10	4	0	0	12	13	0	1	13	2	0	0	0	6	16	16	7	0	0
2175	0	10	16	15	3	0	0	0	6	16	6	9	14	1	0	0	8	16	3	0	13	6	0	0	11	14	0	0	7	10	0	0	8	12	0	0	4	12	0	8	13	0	0	9	9	0	0	4	16	8	9	16	3	0	0	0	10	16	15	6	0	0
2176	0	1	12	15	6	0	0	0	0	5	13	1	12	0	0	0	0	2	11	1	15	0	0	0	0	0	10	11	9	0	0	0	0	0	6	16	6	0	0	0	10	15	4	13	3	0	0	0	12	2	0	1	14	0	0	0	1	10	10	8	15	1
2177	0	0	5	16	1	0	0	0	0	2	15	10	1	9	2	0	0	12	14	1	8	15	1	0	4	16	6	1	15	8	0	0	13	16	16	16	16	9	0	8	10	8	16	13	0	0	0	0	0	1	16	9	0	0	0	0	0	5	16	2	0	0
2178	3	15	16	12	1	0	0	0	12	14	12	16	7	0	0	0	12	6	0	14	10	0	0	0	1	1	1	16	8	0	0	0	0	0	10	15	1	0	0	0	5	16	7	0	0	0	0	3	14	16	9	6	4	0	0	3	15	16	16	16	12	0
2179	0	12	14	12	12	3	0	0	0	15	12	10	9	1	0	0	2	16	6	7	2	0	0	0	4	16	16	16	15	1	0	0	0	4	4	4	16	8	0	0	1	0	0	10	7	0	0	4	12	0	3	14	4	0	0	1	13	16	16	6	0	0
2180	3	16	9	0	0	0	0	0	7	15	16	2	0	0	0	0	8	9	16	4	0	0	0	0	2	4	13	7	0	0	0	0	0	0	14	7	0	0	0	0	1	15	7	0	0	0	0	1	14	16	16	13	9	1	0	4	16	11	8	8	11	2
2181	2	12	16	16	8	0	0	0	8	10	9	16	6	0	0	0	0	1	13	13	0	0	0	0	0	8	16	5	0	0	0	0	0	2	14	15	3	0	0	0	0	0	9	15	3	0	0	0	0	3	4	14	11	0	0	3	15	16	16	16	9	0
2182	0	0	0	14	9	0	0	0	0	0	8	15	3	7	1	0	0	6	15	4	5	16	6	0	5	16	5	0	13	14	0	0	11	16	12	12	16	8	0	6	9	8	12	15	2	0	0	0	0	0	10	14	0	0	0	0	0	0	15	7	0	0
2183	0	0	10	16	15	3	0	0	0	6	13	10	16	2	0	0	0	3	1	2	14	0	0	0	0	0	0	8	8	0	0	0	0	1	8	14	15	8	0	1	15	16	13	3	0	0	0	0	2	9	7	0	0	0	0	0	0	14	1	0	0	0
2184	2	15	9	10	8	6	0	0	10	16	16	16	12	8	0	0	8	16	6	0	0	0	0	0	1	12	16	12	1	0	0	0	0	1	6	15	12	0	0	0	0	0	5	16	2	0	0	10	12	6	10	16	1	0	0	1	13	16	14	5	0	0
2185	0	0	10	6	0	0	0	0	0	5	16	9	0	0	0	0	0	10	16	10	0	0	0	0	4	15	12	12	0	0	0	0	2	4	3	16	2	0	0	0	0	0	11	9	0	0	0	0	0	7	12	15	4	0	0	0	0	12	16	16	8	0
2186	0	12	16	15	1	0	0	0	2	16	6	16	2	0	0	0	1	16	13	13	0	0	0	0	0	10	16	5	0	0	0	0	2	15	16	12	1	0	0	10	12	2	11	12	0	0	0	8	13	4	0	13	9	0	0	0	7	15	16	16	6	0
2187	0	14	8	0	0	0	0	0	3	16	15	4	0	0	0	0	1	10	14	9	0	0	0	0	0	0	9	13	0	0	0	0	0	0	8	13	0	0	0	0	1	12	15	3	0	0	0	0	11	16	16	16	12	2	0	0	13	14	2	1	3	1
2188	0	0	1	13	10	0	0	0	0	0	3	16	15	0	0	0	0	3	9	16	15	0	0	0	7	16	15	16	12	0	0	0	0	0	1	16	15	0	0	0	0	4	16	16	0	0	0	0	0	4	16	16	3	0	0	0	0	0	12	16	4	0
2189	0	3	15	15	12	12	4	0	0	9	10	2	9	15	2	0	0	7	2	2	14	2	0	0	0	3	4	11	10	0	0	0	0	13	16	16	16	5	0	0	0	10	9	0	0	0	0	0	2	16	3	0	0	0	0	0	7	13	0	0	0	0
2190	0	12	15	6	0	0	0	0	8	14	7	16	3	0	0	0	8	6	0	8	8	0	0	0	5	8	0	8	10	0	0	0	0	1	0	12	9	0	0	0	0	7	15	3	0	0	0	0	7	16	12	5	7	0	0	0	11	16	16	16	15	0
2191	0	7	12	12	6	0	0	0	0	16	11	15	15	2	0	0	4	12	0	1	10	6	0	0	8	10	0	0	10	6	0	0	4	12	0	0	8	8	0	3	13	0	0	9	7	0	0	2	15	4	5	15	2	0	0	0	9	16	16	9	0	0
2192	0	6	15	10	0	0	0	0	0	16	9	16	7	0	0	0	4	10	0	6	15	0	0	0	8	8	0	0	11	3	0	0	8	8	0	0	8	5	0	7	10	0	0	5	6	0	0	1	15	4	1	12	4	0	0	0	8	16	16	11	0	0
2193	0	0	0	12	15	1	0	0	3	8	8	14	16	0	0	0	11	16	16	16	16	0	0	0	1	4	4	15	16	0	0	0	0	0	0	12	16	4	0	0	0	0	12	16	3	0	0	0	0	0	12	16	10	0	0	0	0	0	9	16	11	0
2194	0	13	13	4	0	0	0	0	4	14	7	14	0	0	0	0	7	8	0	10	4	0	0	0	1	4	0	13	3	0	0	0	0	0	1	15	0	0	0	0	0	11	9	0	0	0	0	0	11	16	12	12	4	0	0	0	14	14	12	12	6	0
2195	0	0	4	14	0	0	0	0	0	0	12	12	0	0	0	0	0	1	16	9	0	0	0	0	0	10	16	7	13	0	0	0	3	16	9	9	16	0	0	14	16	13	15	16	5	0	0	5	13	14	16	15	3	0	0	0	0	3	16	10	0	0
2196	0	7	14	10	2	0	0	0	1	16	12	15	8	0	0	0	7	13	0	5	13	2	0	0	8	12	0	0	10	6	0	0	8	12	0	0	8	8	0	6	13	0	0	10	8	0	0	0	14	10	6	14	6	0	0	0	5	16	16	9	0	0
2197	0	1	13	14	11	0	0	0	0	10	12	12	16	4	0	0	0	15	0	2	9	6	0	0	5	13	0	0	6	9	0	0	5	12	0	0	5	7	0	1	13	2	0	9	4	0	0	0	12	11	7	11	0	0	0	0	2	15	12	3	0	0
2198	1	8	16	16	11	0	0	0	6	15	10	14	16	4	0	0	6	13	2	7	15	2	0	0	0	11	16	16	7	0	0	0	0	11	15	15	8	0	0	1	16	3	6	16	4	0	0	0	14	9	4	13	8	0	0	0	5	15	16	15	4	0
2199	0	7	16	15	1	0	0	0	1	16	5	12	16	6	0	0	2	15	1	4	16	6	0	0	1	13	16	16	16	5	0	0	0	0	1	0	11	8	0	0	0	0	0	11	7	0	0	7	14	9	10	16	3	0	0	1	9	14	15	9	0	0
2200	0	0	6	16	0	0	0	0	0	0	14	11	0	0	0	0	0	4	16	3	0	0	0	0	0	12	11	3	0	0	0	0	4	16	5	16	7	0	1	15	16	13	16	14	4	0	0	9	15	15	16	15	1	0	0	0	0	6	15	0	0	0
2201	0	0	10	16	0	0	0	0	0	6	14	2	0	0	0	0	0	12	7	0	0	0	0	0	4	16	8	7	1	0	0	0	3	16	15	13	13	3	0	0	16	2	0	8	11	0	0	0	9	9	1	4	14	0	0	0	1	10	16	16	8	0
2202	0	6	15	9	0	0	0	0	1	15	14	16	7	0	0	0	4	13	0	7	16	1	0	0	6	12	0	0	13	8	0	0	7	12	0	0	12	8	0	6	13	0	0	12	8	0	0	2	15	10	8	15	4	0	0	0	5	12	13	6	0	0
2203	0	0	4	16	2	0	0	0	0	0	9	13	0	0	0	0	0	2	16	5	0	0	0	0	0	9	13	4	0	0	0	0	3	16	6	15	5	0	0	10	15	9	16	10	1	0	1	16	16	16	16	16	5	0	0	3	4	9	16	4	0	0
2204	0	4	10	12	12	11	1	0	0	8	10	11	16	10	0	0	0	0	2	7	15	1	0	0	0	5	16	16	15	5	0	0	0	3	11	13	8	4	0	0	1	14	3	0	0	0	0	0	6	14	0	0	0	0	0	0	9	7	0	0	0	0
2205	0	6	13	13	6	0	0	0	1	14	5	7	13	0	0	0	0	0	0	2	15	0	0	0	0	0	10	14	9	0	0	0	0	0	8	9	16	3	0	1	5	0	0	16	4	0	0	1	16	4	5	15	3	0	0	0	6	16	14	5	0	0
2206	0	3	13	10	8	9	2	0	0	10	11	8	11	15	0	0	0	13	3	1	12	6	0	0	0	5	3	7	14	0	0	0	0	9	16	16	16	5	0	0	0	7	11	1	0	0	0	0	0	14	6	0	0	0	0	0	4	15	2	0	0	0
2207	0	0	1	12	8	0	0	0	0	0	4	16	4	0	0	0	0	0	9	16	1	0	0	0	0	5	16	8	1	0	0	0	0	10	16	11	15	0	0	5	16	11	15	15	3	0	0	12	16	16	16	16	5	0	0	0	0	0	15	14	0	0
2208	0	0	7	12	0	0	0	0	0	0	11	11	0	0	0	0	0	2	16	3	0	0	0	0	0	9	12	9	3	0	0	0	1	15	7	16	7	0	0	9	16	14	16	16	8	0	0	8	12	14	16	12	5	0	0	0	0	7	15	0	0	0
2209	0	5	14	16	16	14	0	0	0	14	14	12	15	13	0	0	0	9	2	5	16	5	0	0	0	1	9	15	16	7	0	0	0	3	16	16	16	9	0	0	0	10	14	4	0	0	0	0	0	15	7	0	0	0	0	0	5	15	2	0	0	0
2210	0	3	13	13	14	6	0	0	2	15	8	16	15	11	0	0	3	14	3	5	15	4	0	0	1	13	16	16	3	0	0	0	0	13	13	14	9	0	0	4	12	0	6	11	0	0	0	3	14	5	7	15	0	0	0	0	7	15	15	9	0	0
2211	0	9	13	3	0	0	0	0	1	15	14	12	0	0	0	0	0	16	0	16	2	0	0	0	0	3	2	16	2	0	0	0	0	0	2	16	3	0	0	0	2	11	15	2	0	0	0	0	13	16	14	8	7	0	0	0	8	13	12	12	13	0
2212	0	1	7	16	12	0	0	0	0	3	15	16	12	0	0	0	5	13	16	16	9	0	0	0	5	14	16	16	8	0	0	0	0	4	16	16	7	0	0	0	0	11	16	12	0	0	0	0	0	8	16	16	5	0	0	0	0	6	14	13	5	0
2213	0	0	0	7	15	2	0	0	0	0	0	8	16	5	0	0	0	0	1	13	14	0	0	0	8	16	16	16	12	0	0	0	0	3	0	16	12	0	0	0	0	0	12	15	0	0	0	0	0	0	9	16	2	0	0	0	0	0	6	16	8	0
2214	4	13	16	16	12	0	0	0	5	14	4	4	3	0	0	0	2	16	8	6	1	0	0	0	2	16	13	14	11	0	0	0	0	5	0	0	15	5	0	0	0	0	0	11	9	0	0	0	1	0	0	11	12	0	0	2	15	16	16	14	3	0
2215	0	9	12	9	0	0	0	0	3	15	10	16	1	0	0	0	0	1	1	16	4	0	0	0	0	3	13	16	2	0	0	0	0	7	12	13	14	1	0	3	1	0	4	16	5	0	0	12	12	4	11	15	2	0	0	4	13	15	11	3	0	0
2216	0	8	14	11	0	0	0	0	0	14	4	11	8	0	0	0	0	0	0	9	8	0	0	0	0	2	10	16	3	0	0	0	0	5	9	9	15	2	0	0	0	0	0	10	7	0	0	7	12	1	1	14	7	0	0	0	8	16	16	10	1	0
2217	0	4	15	15	8	1	0	0	2	12	3	10	14	11	0	0	3	14	5	3	11	11	0	0	0	7	15	16	14	2	0	0	0	5	16	11	15	2	0	0	13	1	2	16	1	0	0	0	10	11	8	15	0	0	0	0	3	13	14	3	0	0
2218	1	10	15	14	2	0	0	0	7	10	3	11	10	0	0	0	1	1	0	8	14	0	0	0	0	3	9	15	9	0	0	0	0	4	8	9	15	2	0	0	0	0	0	14	6	0	0	0	6	1	0	13	8	0	0	0	9	16	16	12	3	0
2219	0	1	9	12	8	0	0	0	1	12	9	13	13	0	0	0	6	11	0	2	15	0	0	0	1	14	14	14	8	0	0	0	0	0	11	16	13	1	0	0	4	13	2	14	6	0	0	0	8	9	2	14	7	0	0	0	4	16	16	8	1	0
2220	0	10	14	12	0	0	0	0	2	16	8	3	0	0	0	0	5	16	12	11	1	0	0	0	2	12	9	10	13	1	0	0	0	0	0	0	12	6	0	0	0	0	0	4	12	0	0	2	14	4	4	13	9	0	0	0	10	14	15	11	1	0
2221	0	9	15	12	6	0	0	0	3	16	15	13	8	0	0	0	2	16	4	12	5	0	0	0	0	13	16	10	0	0	0	0	0	8	14	11	1	0	0	1	12	0	14	6	0	0	0	0	13	5	2	16	2	0	0	0	7	14	16	16	2	0
2222	0	0	12	16	10	0	0	0	0	10	15	15	13	0	0	0	0	9	6	16	7	0	0	0	0	0	8	15	3	0	0	0	0	5	16	6	0	0	0	8	15	16	3	0	0	0	5	16	16	16	16	6	0	0	1	4	4	9	16	11	0	0
2223	0	8	14	14	2	0	0	0	5	15	5	9	15	6	0	0	6	15	6	4	16	6	0	0	0	5	13	16	16	4	0	0	0	0	0	0	14	4	0	0	0	0	0	11	4	0	0	0	8	6	1	10	8	0	0	0	10	16	16	16	4	0
2224	0	5	15	7	0	0	0	0	1	16	16	10	7	0	0	0	8	13	0	3	16	3	0	0	9	10	0	0	9	7	0	0	8	12	0	0	8	8	0	4	14	0	0	5	12	0	0	2	15	5	6	14	6	0	0	0	6	13	15	10	2	0
2225	1	10	16	10	1	0	0	0	8	14	5	10	13	2	0	0	1	4	0	11	15	2	0	0	0	0	0	16	7	0	0	0	0	0	0	14	11	0	0	0	0	0	0	14	11	0	0	0	10	5	4	10	13	0	0	0	10	14	16	14	9	0
2226	2	6	11	8	0	0	0	0	9	16	14	5	0	0	0	0	9	16	12	8	2	0	0	0	8	15	8	11	13	1	0	0	0	0	0	0	8	10	0	0	0	0	0	5	14	0	0	0	6	6	4	8	14	0	0	0	5	15	16	15	7	0
2227	0	3	12	15	6	0	0	0	1	14	16	14	16	5	0	0	6	16	9	0	13	8	0	0	8	16	0	0	9	8	0	0	7	16	0	0	9	8	0	5	16	0	3	15	2	0	0	2	14	15	15	9	0	0	0	0	4	14	9	1	0	0
2228	0	0	7	15	0	0	0	0	0	0	9	15	0	0	0	0	0	2	15	7	0	0	0	0	0	9	16	11	5	0	0	0	9	16	16	16	15	7	0	5	12	14	16	16	8	0	0	0	0	8	16	0	0	0	0	0	0	8	15	1	0	0
2229	0	9	12	2	0	0	0	0	3	16	16	16	16	3	0	0	4	15	13	14	16	6	0	0	2	15	11	16	11	1	0	0	1	14	16	11	0	0	0	5	14	6	16	5	0	0	0	7	15	8	13	16	0	0	0	1	7	11	16	13	0	0
2230	0	9	14	9	0	0	0	0	6	15	5	16	6	0	0	0	5	14	1	6	13	0	0	0	0	10	14	13	16	0	0	0	0	0	5	5	12	2	0	0	0	0	0	9	5	0	0	0	16	9	7	10	8	0	0	0	6	10	14	16	5	0
2231	2	15	16	9	0	0	0	0	7	15	12	16	2	0	0	0	9	9	2	16	2	0	0	0	1	0	7	16	0	0	0	0	0	0	14	10	0	0	0	1	12	15	2	0	0	0	0	8	16	14	12	12	3	0	0	3	14	16	16	16	7	0
2232	0	12	10	0	0	0	0	0	3	13	16	4	0	0	0	0	6	16	16	7	0	0	0	0	0	8	15	9	0	0	0	0	0	0	10	14	0	0	0	0	0	6	16	6	0	0	0	0	9	13	16	13	8	3	0	0	9	16	16	16	16	9
2233	0	0	10	16	3	0	0	0	0	2	16	7	0	0	0	0	0	9	15	0	0	0	0	0	0	15	12	4	2	0	0	0	1	16	10	0	11	2	0	0	16	6	0	5	13	0	0	0	7	14	5	8	16	1	0	0	0	3	12	12	9	0
2234	0	2	8	13	13	2	0	0	6	14	14	11	15	3	0	0	10	14	4	10	6	0	0	0	1	14	12	13	0	0	0	0	0	9	15	11	0	0	0	0	13	2	11	8	0	0	0	0	8	10	4	14	3	0	0	0	1	8	14	14	1	0
